school	student	normexam	standlrt	gender	schgend	avslrt	schav	vrband
2	9	2.7018	-.45541	1	3	.39515	3	2
2	10	1.3101	1.1976	1	3	.39515	3	1
2	11	1.5062	1.0323	1	3	.39515	3	1
2	12	-.12908	-1.2819	1	3	.39515	3	3
2	13	-.12908	-.53806	1	3	.39515	3	2
2	14	.61073	1.3629	1	3	.39515	3	1
2	15	3.134	1.0323	1	3	.39515	3	1
2	16	2.2031	1.2803	1	3	.39515	3	1
2	17	.54434	.3711	1	3	.39515	3	2
2	18	-.62305	-.45541	1	3	.39515	3	2
2	19	1.4395	.040499	1	3	.39515	3	2
2	20	1.0396	-.29011	1	3	.39515	3	2
2	21	.0043218	-.62071	1	3	.39515	3	2
2	22	.40267	.78436	1	3	.39515	3	1
2	23	-.62305	-.78602	1	3	.39515	3	2
2	24	1.3101	1.9415	1	3	.39515	3	1
2	25	-1.0291	-.86867	1	3	.39515	3	2
2	26	2.4087	1.9415	1	3	.39515	3	1
2	27	.82199	-.37276	1	3	.39515	3	2
2	28	.61073	.12315	1	3	.39515	3	2
2	29	2.7018	2.0241	1	3	.39515	3	1
2	30	1.7349	1.9415	1	3	.39515	3	1
2	31	.40267	1.6935	1	3	.39515	3	1
2	32	-1.9621	-.45541	1	3	.39515	3	2
2	33	.32807	1.3629	1	3	.39515	3	1
2	34	-1.4387	-2.7697	1	3	.39515	3	3
2	35	2.0397	.28845	1	3	.39515	3	2
2	36	.61073	-.45541	1	3	.39515	3	2
2	37	-.55511	-.1248	1	3	.39515	3	2
2	38	2.0397	.3711	1	3	.39515	3	2
2	39	-.62305	-1.6952	1	3	.39515	3	3
2	40	-1.1186	-.62071	1	3	.39515	3	2
2	41	.74723	.040499	1	3	.39515	3	2
2	42	1.8138	2.4374	1	3	.39515	3	1
2	43	1.9771	2.0241	1	3	.39515	3	1
2	44	-1.2195	.2058	1	3	.39515	3	2
2	45	.40267	1.2803	1	3	.39515	3	1
2	46	1.1094	2.1894	1	3	.39515	3	1
2	47	1.0396	1.6109	1	3	.39515	3	1
2	48	-.26516	-.53806	1	3	.39515	3	2
2	49	1.6618	.70171	1	3	.39515	3	1
2	50	2.103	2.1894	1	3	.39515	3	1
2	51	3.134	1.2803	1	3	.39515	3	1
2	52	.61073	-.45541	1	3	.39515	3	2
2	53	.61073	-.042152	1	3	.39515	3	2
2	54	-1.3353	-1.1166	1	3	.39515	3	3
2	55	-.85267	-1.1166	1	3	.39515	3	3
3	1	-.19761	-.042152	1	1	.51416	3	2
3	2	2.9247	1.3629	1	1	.51416	3	1
3	3	-.69951	1.3629	1	1	.51416	3	1
3	4	2.4087	1.4456	0	1	.51416	3	1
3	5	.89657	-.1248	0	1	.51416	3	2
3	6	.13407	-.53806	0	1	.51416	3	2
3	7	-.69951	.70171	0	1	.51416	3	1
3	8	.0043218	-.042152	0	1	.51416	3	2
3	9	-.062088	-1.8605	0	1	.51416	3	3
3	10	1.1758	.12315	1	1	.51416	3	2
3	11	1.9771	2.4374	0	1	.51416	3	1
3	12	-.26516	1.2803	1	1	.51416	3	1
3	13	.67876	-.62071	1	1	.51416	3	2
3	14	.26132	1.1976	1	1	.51416	3	1
3	15	.96759	.2058	1	1	.51416	3	2
3	16	1.5062	-.20746	1	1	.51416	3	2
3	17	1.3747	.3711	0	1	.51416	3	1
3	18	.26132	-.20746	0	1	.51416	3	2
3	19	1.8138	1.1976	0	1	.51416	3	1
3	20	.13407	.3711	1	1	.51416	3	2
3	21	-1.1186	-1.1166	0	1	.51416	3	3
3	22	.40267	.28845	1	1	.51416	3	2
3	23	1.5792	.70171	1	1	.51416	3	1
3	24	.74723	.61906	0	1	.51416	3	1
3	25	.40267	.28845	1	1	.51416	3	2
3	26	1.8138	1.2803	1	1	.51416	3	1
3	27	2.0397	2.4374	0	1	.51416	3	1
3	28	2.2031	1.8588	0	1	.51416	3	1
3	29	.82199	1.0323	1	1	.51416	3	1
3	30	2.0397	.94967	1	1	.51416	3	1
3	31	1.9771	2.4374	0	1	.51416	3	1
3	32	1.4395	.70171	0	1	.51416	3	1
3	33	1.5792	.94967	1	1	.51416	3	1
3	34	1.2405	1.0323	0	1	.51416	3	1
3	35	1.3747	.3711	1	1	.51416	3	2
3	36	.89657	1.1976	1	1	.51416	3	1
3	37	.82199	-.62071	0	1	.51416	3	2
3	38	2.103	.94967	1	1	.51416	3	1
3	39	-.33884	-.95132	0	1	.51416	3	2
3	40	1.0396	.040499	0	1	.51416	3	2
3	41	1.4395	.040499	0	1	.51416	3	2
3	42	.13407	.61906	0	1	.51416	3	1
3	43	1.1094	.2058	0	1	.51416	3	2
3	44	1.5062	.94967	1	1	.51416	3	1
3	45	-.93938	-.29011	0	1	.51416	3	2
3	46	-.26516	-.86867	0	1	.51416	3	2
3	47	.61073	1.2803	1	1	.51416	3	1
3	48	.74723	.53641	0	1	.51416	3	1
3	49	-.49278	.28845	1	1	.51416	3	2
3	50	-.19761	.61906	0	1	.51416	3	1
3	51	.96759	.53641	0	1	.51416	3	2
3	52	2.2031	-.042152	0	1	.51416	3	2
4	1	.67876	.3711	1	1	.091764	2	2
4	2	.47819	-.20746	0	1	.091764	2	2
4	3	.26132	1.8588	0	1	.091764	2	1
4	4	.19415	.12315	1	1	.091764	2	2
4	5	-1.7239	-1.2819	0	1	.091764	2	3
4	6	-.4198	-.53806	0	1	.091764	2	2
4	7	.40267	-.37276	1	1	.091764	2	2
4	8	-.19761	-.45541	0	1	.091764	2	2
4	9	.073536	.86701	1	1	.091764	2	1
4	10	-1.5267	-.86867	0	1	.091764	2	2
4	11	-.26516	-.29011	1	1	.091764	2	2
4	12	-.85267	-1.034	0	1	.091764	2	2
4	13	.32807	1.9415	0	1	.091764	2	1
4	14	-.85267	-.70336	0	1	.091764	2	2
4	15	.40267	-.042152	0	1	.091764	2	2
4	16	-.69951	-.20746	0	1	.091764	2	2
4	17	.67876	-.45541	1	1	.091764	2	2
4	18	2.5324	.86701	1	1	.091764	2	1
4	19	1.5792	.3711	0	1	.091764	2	2
4	20	-1.6237	-2.3564	0	1	.091764	2	3
4	21	-.33884	.28845	0	1	.091764	2	2
4	22	-.4198	-.1248	1	1	.091764	2	2
4	23	-.62305	.2058	0	1	.091764	2	2
4	24	1.3101	.61906	1	1	.091764	2	1
4	25	.67876	.94967	1	1	.091764	2	1
4	26	-.26516	-.86867	0	1	.091764	2	2
4	27	-2.2917	-.86867	1	1	.091764	2	2
4	28	-.69951	-1.1993	0	1	.091764	2	3
4	29	-1.4387	-1.7778	1	1	.091764	2	3
4	30	-.12908	.61906	0	1	.091764	2	1
4	31	.19415	-.042152	0	1	.091764	2	2
4	32	.54434	.53641	0	1	.091764	2	1
4	33	.67876	-.70336	0	1	.091764	2	2
4	34	-.062088	.94967	0	1	.091764	2	1
4	35	1.1094	.3711	0	1	.091764	2	1
4	36	-.69951	.78436	0	1	.091764	2	1
4	37	-.85267	.3711	1	1	.091764	2	2
4	38	-1.3353	-1.8605	0	1	.091764	2	3
4	39	-2.2917	-1.8605	0	1	.091764	2	3
4	40	.19415	-.53806	1	1	.091764	2	2
4	41	1.4395	.61906	1	1	.091764	2	1
4	42	.13407	.040499	1	1	.091764	2	2
4	43	-.55511	.040499	1	1	.091764	2	2
4	44	-.55511	-.95132	0	1	.091764	2	2
4	45	.89657	.12315	1	1	.091764	2	2
4	46	-.55511	-.20746	0	1	.091764	2	2
4	47	2.0397	1.7762	1	1	.091764	2	1
4	48	.82199	.040499	0	1	.091764	2	2
4	49	1.5792	-.53806	1	1	.091764	2	2
4	50	1.0396	.040499	1	1	.091764	2	2
4	51	2.103	2.2721	1	1	.091764	2	1
4	52	.54434	1.1976	0	1	.091764	2	1
4	53	1.9771	2.3547	0	1	.091764	2	1
4	54	.67876	1.5282	1	1	.091764	2	1
4	55	.74723	.70171	0	1	.091764	2	1
4	56	1.5062	2.1068	0	1	.091764	2	1
4	57	2.103	.86701	1	1	.091764	2	1
4	58	-.55511	-.70336	0	1	.091764	2	2
4	59	-.55511	-.62071	1	1	.091764	2	2
4	60	-.062088	.86701	1	1	.091764	2	1
4	61	-1.0291	.2058	0	1	.091764	2	2
4	62	-.62305	.12315	0	1	.091764	2	2
4	63	-.49278	-.78602	1	1	.091764	2	2
4	64	-.93938	-1.7778	1	1	.091764	2	3
4	65	-1.0291	-.78602	1	1	.091764	2	2
4	66	.073536	.61906	1	1	.091764	2	1
4	67	1.1758	1.6935	0	1	.091764	2	1
4	68	-1.2195	-.70336	0	1	.091764	2	2
4	69	-.62305	-.042152	0	1	.091764	2	2
4	70	2.3136	.45376	1	1	.091764	2	2
4	71	-1.6237	-.95132	0	1	.091764	2	2
4	72	-.55511	.040499	0	1	.091764	2	2
4	73	-.26516	.78436	1	1	.091764	2	1
4	74	-.85267	-.29011	0	1	.091764	2	2
4	75	.74723	.78436	1	1	.091764	2	1
4	76	1.1094	1.8588	1	1	.091764	2	1
4	77	1.9003	1.4456	0	1	.091764	2	1
4	78	-.062088	-.53806	0	1	.091764	2	2
4	79	.32807	.12315	0	1	.091764	2	2
5	1	1.0396	-.37276	1	1	.21052	3	2
5	2	1.0396	.2058	0	1	.21052	3	2
5	3	.19415	.28845	1	1	.21052	3	2
5	4	.19415	.040499	0	1	.21052	3	2
5	5	.26132	.94967	0	1	.21052	3	1
5	6	1.5062	.70171	1	1	.21052	3	1
5	7	.32807	1.1976	1	1	.21052	3	1
5	8	-.12908	-.37276	1	1	.21052	3	2
5	9	-1.1186	-.37276	1	1	.21052	3	2
5	10	.19415	.53641	1	1	.21052	3	2
5	11	.32807	-.1248	0	1	.21052	3	2
5	12	1.1094	1.7762	0	1	.21052	3	1
5	13	.74723	.45376	1	1	.21052	3	2
5	14	-.062088	-.37276	0	1	.21052	3	2
5	15	.40267	-.20746	0	1	.21052	3	2
5	16	2.103	2.0241	1	1	.21052	3	1
5	17	.32807	-.62071	0	1	.21052	3	2
5	18	1.5792	-.20746	0	1	.21052	3	2
5	19	.61073	.28845	1	1	.21052	3	2
5	20	.67876	.61906	1	1	.21052	3	1
5	21	.19415	.53641	0	1	.21052	3	1
5	22	-.12908	-1.1993	1	1	.21052	3	2
5	23	1.1758	-.37276	1	1	.21052	3	2
5	24	.26132	.70171	0	1	.21052	3	1
5	25	1.4395	1.1976	1	1	.21052	3	1
5	26	.47819	.12315	0	1	.21052	3	2
5	27	-1.2195	-.70336	1	1	.21052	3	2
5	28	-.49278	-.29011	0	1	.21052	3	2
5	29	1.3101	.45376	0	1	.21052	3	2
5	30	.61073	.53641	0	1	.21052	3	1
5	31	-.77611	-.78602	1	1	.21052	3	2
5	32	-1.2195	-.37276	1	1	.21052	3	2
5	33	1.1758	.86701	0	1	.21052	3	1
5	34	.40267	.53641	1	1	.21052	3	1
5	35	-.4198	-.29011	1	1	.21052	3	2
6	1	.61073	-.45541	1	3	.63766	3	2
6	2	1.0396	.45376	1	3	.63766	3	1
6	3	.89657	.53641	1	3	.63766	3	1
6	4	.40267	.86701	1	3	.63766	3	1
6	5	.19415	1.5282	1	3	.63766	3	1
6	6	1.9003	.86701	1	3	.63766	3	1
6	7	.073536	1.9415	1	3	.63766	3	1
6	8	1.3101	1.6109	1	3	.63766	3	1
6	9	2.0397	.86701	1	3	.63766	3	1
6	10	1.5792	.61906	1	3	.63766	3	1
6	11	1.9003	.2058	1	3	.63766	3	2
6	12	-.26516	.2058	1	3	.63766	3	2
6	13	1.9771	2.1894	1	3	.63766	3	1
6	14	.82199	.61906	1	3	.63766	3	1
6	15	.74723	-1.034	1	3	.63766	3	3
6	16	1.6618	2.2721	1	3	.63766	3	1
6	17	2.3136	.53641	1	3	.63766	3	1
6	18	1.3747	.53641	1	3	.63766	3	1
6	19	1.7349	1.1976	1	3	.63766	3	1
6	20	.67876	.78436	1	3	.63766	3	1
6	21	2.2031	1.8588	1	3	.63766	3	1
6	22	1.4395	.12315	1	3	.63766	3	2
6	23	.40267	.040499	1	3	.63766	3	2
6	24	1.0396	-.1248	1	3	.63766	3	2
6	25	-.4198	-.37276	1	3	.63766	3	2
6	26	.26132	-1.034	1	3	.63766	3	2
6	27	1.2405	1.2803	1	3	.63766	3	1
6	28	.47819	.86701	1	3	.63766	3	1
6	29	1.0396	-.95132	1	3	.63766	3	3
6	30	.89657	.86701	1	3	.63766	3	1
6	31	2.103	2.3547	1	3	.63766	3	1
6	32	.54434	-.37276	1	3	.63766	3	2
6	33	.96759	2.1894	1	3	.63766	3	1
6	34	1.5792	1.2803	1	3	.63766	3	1
6	35	2.6267	2.0241	1	3	.63766	3	1
6	36	1.2405	.3711	1	3	.63766	3	1
6	37	.61073	.94967	1	3	.63766	3	1
6	38	1.3747	.86701	1	3	.63766	3	1
6	39	1.2405	.28845	1	3	.63766	3	2
6	40	1.9771	1.4456	1	3	.63766	3	1
6	41	.82199	.12315	1	3	.63766	3	2
6	42	-1.7239	-1.4472	1	3	.63766	3	3
6	43	.073536	.61906	1	3	.63766	3	1
6	44	1.5792	1.1976	1	3	.63766	3	1
6	45	1.5792	.94967	1	3	.63766	3	1
6	46	2.3136	1.1976	1	3	.63766	3	1
6	47	.19415	.3711	1	3	.63766	3	2
6	48	1.7349	2.2721	1	3	.63766	3	1
6	49	1.7349	1.8588	1	3	.63766	3	1
6	50	.0043218	-.37276	1	3	.63766	3	2
6	51	.96759	-.20746	1	3	.63766	3	2
6	52	1.3747	-.1248	1	3	.63766	3	2
6	53	1.3101	2.0241	1	3	.63766	3	1
6	54	.54434	.28845	1	3	.63766	3	2
6	55	1.5792	1.3629	1	3	.63766	3	1
6	56	-.69951	.040499	1	3	.63766	3	2
6	57	1.2405	1.6935	1	3	.63766	3	1
6	58	1.1758	.53641	1	3	.63766	3	2
6	59	.40267	.2058	1	3	.63766	3	2
6	60	1.7349	1.1976	1	3	.63766	3	1
6	61	-.93938	.28845	1	3	.63766	3	2
6	62	.40267	.3711	1	3	.63766	3	1
6	63	1.3101	.61906	1	3	.63766	3	1
6	64	.0043218	-.042152	1	3	.63766	3	2
6	65	1.1094	-.29011	1	3	.63766	3	2
6	66	.89657	.040499	1	3	.63766	3	2
6	67	-.49278	-.20746	1	3	.63766	3	2
6	68	.47819	-.62071	1	3	.63766	3	2
6	69	.82199	.86701	1	3	.63766	3	1
6	70	.67876	.12315	1	3	.63766	3	2
6	71	1.8138	1.0323	1	3	.63766	3	1
6	72	1.5062	1.115	1	3	.63766	3	1
6	73	.96759	.12315	1	3	.63766	3	2
6	74	.32807	-.37276	1	3	.63766	3	2
6	75	-.4198	.45376	1	3	.63766	3	2
6	76	.32807	-.1248	1	3	.63766	3	2
6	77	.32807	1.6109	1	3	.63766	3	1
6	78	-.62305	.53641	1	3	.63766	3	1
6	79	1.9771	1.115	1	3	.63766	3	1
6	80	1.3101	.28845	1	3	.63766	3	2
7	1	-2.1086	.28845	1	3	-.029003	2	2
7	2	-.4198	-2.3564	1	3	-.029003	2	3
7	3	.47819	-.70336	1	3	-.029003	2	2
7	4	.26132	-.37276	1	3	-.029003	2	2
7	5	-1.3353	-1.1166	1	3	-.029003	2	3
7	6	.74723	.2058	1	3	-.029003	2	2
7	7	-.4198	.12315	1	3	-.029003	2	2
7	8	.0043218	-.45541	1	3	-.029003	2	2
7	9	.47819	.040499	1	3	-.029003	2	2
7	10	1.5792	1.0323	1	3	-.029003	2	1
7	11	1.6618	-1.034	1	3	-.029003	2	3
7	12	.89657	-.1248	1	3	-.029003	2	2
7	13	.96759	.040499	1	3	-.029003	2	2
7	14	1.3747	.94967	1	3	-.029003	2	1
7	15	.82199	-.20746	1	3	-.029003	2	2
7	16	.32807	-.37276	1	3	-.029003	2	2
7	17	1.2405	.45376	1	3	-.029003	2	1
7	18	.0043218	.53641	1	3	-.029003	2	1
7	19	-.49278	-.53806	1	3	-.029003	2	2
7	20	.89657	-.20746	1	3	-.029003	2	2
7	21	.54434	-.29011	1	3	-.029003	2	2
7	22	-.26516	-.042152	1	3	-.029003	2	2
7	23	.19415	-.53806	1	3	-.029003	2	2
7	24	1.9771	1.6935	1	3	-.029003	2	1
7	25	1.3101	-.1248	1	3	-.029003	2	2
7	26	1.7349	-.29011	1	3	-.029003	2	2
7	27	.47819	-.70336	1	3	-.029003	2	2
7	28	1.1094	-.20746	1	3	-.029003	2	2
7	29	1.2405	2.4374	1	3	-.029003	2	1
7	30	.67876	1.8588	1	3	-.029003	2	1
7	31	-.85267	-.86867	1	3	-.029003	2	2
7	32	.61073	-.70336	1	3	-.029003	2	2
7	33	-.55511	-.042152	1	3	-.029003	2	2
7	34	1.4395	1.9415	1	3	-.029003	2	1
7	35	.19415	-.53806	1	3	-.029003	2	2
7	36	.74723	-.20746	1	3	-.029003	2	2
7	37	.82199	2.2721	1	3	-.029003	2	1
7	38	1.2405	.040499	1	3	-.029003	2	2
7	39	.32807	.12315	1	3	-.029003	2	2
7	40	.82199	-.1248	1	3	-.029003	2	2
7	41	1.1758	1.3629	1	3	-.029003	2	1
7	42	.073536	-.45541	1	3	-.029003	2	2
7	43	.82199	-.45541	1	3	-.029003	2	2
7	44	-.62305	-.37276	1	3	-.029003	2	2
7	45	1.1758	-1.2819	1	3	-.029003	2	3
7	46	-.62305	-.29011	1	3	-.029003	2	2
7	47	-.19761	-.78602	1	3	-.029003	2	2
7	48	.47819	-.20746	1	3	-.029003	2	2
7	49	-.12908	-.1248	1	3	-.029003	2	2
7	50	.13407	.040499	1	3	-.029003	2	2
7	51	.54434	.12315	1	3	-.029003	2	2
7	52	.47819	.61906	1	3	-.029003	2	1
7	53	.19415	.040499	1	3	-.029003	2	2
7	54	1.6618	-1.6952	1	3	-.029003	2	3
7	55	-1.3353	-.86867	1	3	-.029003	2	2
7	56	.96759	-.45541	1	3	-.029003	2	2
7	57	.26132	.28845	1	3	-.029003	2	2
7	58	1.1094	.78436	1	3	-.029003	2	1
7	59	.32807	-.1248	1	3	-.029003	2	2
7	60	.26132	-.95132	1	3	-.029003	2	2
7	61	-.62305	1.1976	1	3	-.029003	2	1
7	62	-1.0291	1.0323	1	3	-.029003	2	1
7	63	.96759	1.3629	1	3	-.029003	2	1
7	64	1.0396	.61906	1	3	-.029003	2	1
7	65	.47819	-.62071	1	3	-.029003	2	2
7	66	.32807	-.78602	1	3	-.029003	2	2
7	67	-.85267	-1.9431	1	3	-.029003	2	3
7	68	1.1094	-.20746	1	3	-.029003	2	2
7	69	-.062088	-.45541	1	3	-.029003	2	2
7	70	.82199	.2058	1	3	-.029003	2	2
7	71	.32807	1.3629	1	3	-.029003	2	1
7	72	-.4198	-.78602	1	3	-.029003	2	2
7	73	-.19761	2.0241	1	3	-.029003	2	1
7	74	-.19761	-.95132	1	3	-.029003	2	2
7	75	-.93938	.28845	1	3	-.029003	2	2
7	76	.96759	.3711	1	3	-.029003	2	2
7	77	.19415	-.20746	1	3	-.029003	2	2
7	78	-.33884	-.70336	1	3	-.029003	2	2
7	79	.32807	-.70336	1	3	-.029003	2	2
7	80	1.5062	-.29011	1	3	-.029003	2	2
7	81	.19415	.45376	1	3	-.029003	2	2
7	82	.073536	.28845	1	3	-.029003	2	2
7	83	.67876	.53641	1	3	-.029003	2	1
7	84	1.0396	-.37276	1	3	-.029003	2	2
7	85	1.5062	-.042152	1	3	-.029003	2	2
7	86	.47819	.2058	1	3	-.029003	2	2
7	87	-.77611	-1.034	1	3	-.029003	2	2
7	88	.32807	-.45541	1	3	-.029003	2	2
8	1	-.4198	-.70336	1	3	-.040532	2	2
8	2	.13407	1.6109	1	3	-.040532	2	1
8	3	1.3747	.94967	1	3	-.040532	2	1
8	4	.96759	2.52	1	3	-.040532	2	1
8	5	-1.0291	-.29011	1	3	-.040532	2	2
8	6	-1.1186	-2.2737	1	3	-.040532	2	3
8	7	1.9003	.94967	1	3	-.040532	2	1
8	8	.74723	1.1976	1	3	-.040532	2	1
8	9	-1.6237	-1.1166	1	3	-.040532	2	3
8	10	-1.1186	-.78602	1	3	-.040532	2	2
8	11	2.3136	1.6109	1	3	-.040532	2	1
8	12	.74723	.040499	1	3	-.040532	2	2
8	13	1.0396	1.2803	1	3	-.040532	2	1
8	14	-.85267	.12315	1	3	-.040532	2	2
8	15	.073536	-2.1911	1	3	-.040532	2	3
8	16	.82199	.61906	1	3	-.040532	2	1
8	17	-.55511	-.95132	1	3	-.040532	2	2
8	18	-.12908	-2.1911	1	3	-.040532	2	3
8	19	-.33884	-1.3646	1	3	-.040532	2	3
8	20	-1.3353	-.042152	1	3	-.040532	2	2
8	21	.74723	-.37276	1	3	-.040532	2	2
8	22	.0043218	-1.1993	1	3	-.040532	2	3
8	23	-.12908	1.9415	1	3	-.040532	2	1
8	24	.073536	.94967	1	3	-.040532	2	1
8	25	.67876	.86701	1	3	-.040532	2	1
8	26	.82199	-.62071	1	3	-.040532	2	2
8	27	1.1094	.28845	1	3	-.040532	2	2
8	28	.19415	.53641	1	3	-.040532	2	1
8	29	-1.4387	-.45541	1	3	-.040532	2	2
8	30	-.85267	-.45541	1	3	-.040532	2	2
8	31	-.69951	-.62071	1	3	-.040532	2	2
8	32	-.85267	-1.034	1	3	-.040532	2	2
8	33	-.93938	-.53806	1	3	-.040532	2	2
8	34	-.26516	.2058	1	3	-.040532	2	2
8	35	.74723	-.042152	1	3	-.040532	2	2
8	36	.32807	1.0323	1	3	-.040532	2	1
8	37	.26132	-.45541	1	3	-.040532	2	2
8	38	-.4198	.28845	1	3	-.040532	2	2
8	39	.54434	.040499	1	3	-.040532	2	2
8	40	-.12908	-.70336	1	3	-.040532	2	2
8	41	.96759	.94967	1	3	-.040532	2	1
8	42	.0043218	.78436	1	3	-.040532	2	1
8	43	1.9003	.78436	1	3	-.040532	2	1
8	44	-.26516	-.70336	1	3	-.040532	2	2
8	45	-1.0291	-1.3646	1	3	-.040532	2	3
8	46	-1.6237	-1.1993	1	3	-.040532	2	3
8	47	.96759	.61906	1	3	-.040532	2	1
8	48	-.12908	-1.4472	1	3	-.040532	2	3
8	49	-.19761	-.70336	1	3	-.040532	2	2
8	50	.61073	-.042152	1	3	-.040532	2	2
8	51	-1.8367	-.78602	1	3	-.040532	2	2
8	52	-.4198	2.8506	1	3	-.040532	2	1
8	53	-1.0291	-.62071	1	3	-.040532	2	2
8	54	.54434	-.70336	1	3	-.040532	2	2
8	55	1.8138	.94967	1	3	-.040532	2	1
8	56	.0043218	.28845	1	3	-.040532	2	1
8	57	-1.3353	.61906	1	3	-.040532	2	1
8	58	.19415	.12315	1	3	-.040532	2	2
8	59	-.77611	-1.2819	1	3	-.040532	2	3
8	60	-.062088	.2058	1	3	-.040532	2	2
8	61	1.4395	.12315	1	3	-.040532	2	2
8	62	.32807	-.37276	1	3	-.040532	2	2
8	63	.19415	-.37276	1	3	-.040532	2	2
8	64	1.8138	-.20746	1	3	-.040532	2	2
8	65	2.5324	2.8506	1	3	-.040532	2	1
8	66	.32807	-.29011	1	3	-.040532	2	2
8	67	-.4198	-.62071	1	3	-.040532	2	2
8	68	-1.9621	.86701	1	3	-.040532	2	1
8	69	-1.8367	-1.9431	1	3	-.040532	2	3
8	70	2.3136	3.016	1	3	-.040532	2	1
8	71	-.77611	-.86867	1	3	-.040532	2	2
8	72	.40267	.28845	1	3	-.040532	2	2
8	73	-.19761	-.45541	1	3	-.040532	2	2
8	74	-.12908	-.20746	1	3	-.040532	2	2
8	75	-2.1086	.3711	1	3	-.040532	2	2
8	76	.13407	.12315	1	3	-.040532	2	2
8	77	1.7349	2.0241	1	3	-.040532	2	1
8	78	.073536	-.042152	1	3	-.040532	2	2
8	79	-.55511	-.20746	1	3	-.040532	2	2
